Column1,Column2
And I grew up with a family of great Seattlites.,我成长于很棒的西雅图家庭。
"My mother was an artist, my father was a college professor, and I am truly grateful for my upbringing, because I always felt completely comfortable designing my life exactly as I saw fit.",我的母亲是一位艺术家， 父亲是一名大学教授， 对他们的养育我满怀感激， 因为我完全可以按照 自己觉得合适的方式 自在地规划我的人生。
"And in point of fact, I took a route that was not exactly what my parents had in mind.",而实际上， 我的选择和父母心中所想的不太一样。
"When I was 19, I dropped out of college -- dropped out, kicked out, splitting hairs.",在我19岁的时候， 我从大学退学了—— 辍学了， 或者更准确点说，是被开除了。
"And I went on the road as a professional French horn player, which was my lifelong dream.",我踏上了成为一名 专业法国号手的道路， 那是我毕生的梦想。
"I played chamber music all over the United States and Europe, and I toured for a couple of years with a great jazz guitar player named Charlie Bird.",我在全美和欧洲表演室内乐， 我巡回演出了几年， 和很优秀的爵士吉他手 查理·伯德一起。
"And by the end of my 20s, I wound up as a member of the Barcelona Symphony Orchestra in Spain.",在我二十几岁的时候， 我为自己加入西班牙 巴塞罗那交响乐团兴奋不已。
What a great life.,多么美好的人生啊！
"And you know, my parents never complained.",而且我的父母从没抱怨过，
They supported me all the way through it.,他们从始至终支持着我，
It wasn't their dream.,即使那不是他们的梦想。
"They used to tell their neighbors and friends, ""Our son, he's taking a gap decade.""",他们过去常跟邻居和朋友们讲， “咱儿子要‘休整'个十年”
"And -- There was, however, one awkward conversation about my lifestyle that I want to tell you about.",以及 有一段关于我生活的尴尬谈话 我想要分享给你们。
"I was 27, and I was home from Barcelona, and I was visiting my parents for Christmas, and I was cooking dinner with my mother, and we were alone in the kitchen.",那时候我27岁， 我从巴塞罗那回到家， 那天是圣诞节， 我回家看望父母， 当时我在帮母亲做晚饭时， 厨房里就我们两个人。
"And she was quiet, too quiet.",她当时沉默着，一言不发。
Something was wrong.,我觉得有些不对劲。
"And so I said, ""Mom, what's on your mind?""",我就问我母亲： “妈，你在想什么呢？”
"And she said, ""Your dad and I are really worried about you.""",她说：“我和你爸爸真的很担心你。”
"And I said, ""What?"" I mean, what could it be, at this point?",我很惊讶：“什么嘛？ 你们现在有什么好担心？”
"And she said, ""I want you to be completely honest with me: have you been voting for Republicans?""",她答道： “我希望你诚实地回答我的问题： 你是不是投票给共和党了？”
"Now, the truth is, I wasn't really political, I was just a French horn player.",事实是， 我对政治没什么兴趣， 我只是个法国小号吹奏者。
"But I had a bit of an epiphany, and they had detected it, and it was causing some confusion.",但我有点明白了， 他们察觉到了一些事， 所以有些困惑。
"You see, I had become an enthusiast for capitalism, and I want to tell you why that is.",那时我成了资本主义的狂热追捧者， 让我告诉你缘何如此。
"It stems from a lifelong interest of mine in, believe it or not, poverty.",不管你信不信， 它根源于我一直以来 对贫穷的研究。
"See, when I was a kid growing up in Seattle, I remember the first time I saw real poverty.",在西雅图当我还是个孩童的时候， 我记得那是第一次 我接触了真正的贫穷。
"We were a lower middle class family, but that's of course not real poverty.",我的家庭属于中产阶级的下层， 但那当然不是真正的贫穷。
That's not even close.,一点都不是。
"The first time I saw poverty, and poverty's face, was when I was six or seven years old, early 1970s.",我第一次看到贫穷的真面目， 是在20世纪70年代初， 我还只有六、七岁
"And it was like a lot of you, kind of a prosaic example, kind of trite.",像我们中很多人一样， 这个例子很平凡普通。
"It was a picture in the National Geographic Magazine of a kid who was my age in East Africa, and there were flies on his face and a distended belly.",那是《国家地理》中的一幅画 画中是东非一个国家的 跟我差不多大的孩子， 苍蝇在他脸上飞，肚子膨胀着。
"And he wasn't going to make it, and I knew that, and I was helpless.",我知道他挺不过去了， 我知道的，而我却无能为力。
"Some of you remember that picture, not exactly that picture, one just like it.",你们当中或许有人记得那样一幅画， 不一定完全一样， 但很相像的一幅画。
It introduced the West to grinding poverty around the world.,它向西方世界展现了 世界其它地方令人难以忍受的贫穷。
"Well, that vision kind of haunted me as I grew up and I went to school and I dropped out and dropped in and started my family.",那样的图景在我的脑海中挥之不去， 伴随着我成长、上学、 退学、开始组建 我自己的家庭。
"And I wondered, what happened to that kid?",我很想知道， 那个孩子后来怎么样了？
Or to people just like him all over the world?,或者说世界其他地方的 像他一样的人怎么样了？
"And so I started to study, even though I wasn't in college, I was looking for the answer: what happened to the world's poorest people?",我开始研究这个问题， 即便那时我已不在大学了， 我仍在寻找答案： 世界上最贫穷的人们 身上都发生了什么？
Has it gotten worse? Has it gotten better? What?,是变糟了，还是变好了？ 到底怎么样了？
"And I found the answer, and it changed my life, and I want to share it with you.",我最终找到了答案， 并改变了我的人生。 我想与你们分享。
"See -- most Americans believe that poverty has gotten worse since we were children, since they saw that vision.",其实 大多数美国人觉得从孩童时代、 从他们看到那景象至今，
"If you ask Americans, ""Has poverty gotten worse or better around the world?"", 70 percent will say that hunger has gotten worse since the early 1970s.",贫困变得更严重了。 如果你问美国人：“世界贫困问题是 更严重了还是有所好转？” 70%的人会说自20世纪 70年代初饥饿问题更严重了。
But here's the truth.,然而事实是这样的。
Here's the epiphany that I had that changed my thinking.,这是使我改变想法、 让我顿悟的一个时刻。
"From 1970 until today, the percentage of the world's population living in starvation levels, living on a dollar a day or less, obviously adjusted for inflation, that percentage has declined by 80 percent.",自1970年至今， 世界处于饥饿水平的 通过通货膨胀校正后 每天的生活费 不多于1美元的人口百分比 下降了 80%。
There's been an 80 percent decline in the world's worst poverty since I was a kid.,从我小时候至今 世界最穷困的人数百分比 减少了80%。
And I didn't even know about it.,而我却不清楚这一事实。
"This, my friends, that's a miracle.",我的朋友们，这是一个奇迹！
That's something we ought to celebrate.,这是值得我们庆贺的事情。
"It's the greatest antipoverty achievement in the history of mankind, and it happened in our lifetimes.",这是人类史上反贫穷的最大成就， 而且就发生在我们的有生之年。
"So when I learned this, I asked, what did that? What made it possible?",当我知道这一事实时，我想， 是什么使得脱贫变得可能呢？
"Because if you don't know why, you can't do it again.",因为若你不知道原因， 这将只是昙花一现。
"If you want to replicate it and get the next two billion people out of poverty, because that's what we're talking about: since I was a kid, two billion of the least of these, our brothers and sisters, have been pulled out of poverty.",我们要复制成功， 要使得仍在贫困中挣扎 的2亿人民摆脱现状， 因为那是我们一直在谈论的问题： 从我还是个孩子的时候， 20亿最贫穷的人， 我们的兄弟姐妹， 脱离了贫穷。
"I want the next two billion, so I've got to know why.",我希望拯救其余的20亿人， 所以我必须知道原因。
And I went in search of an answer.,我寻找着答案，
"And it wasn't a political answer, because I didn't care.",它不是政治性的答案， 因为我根本不在乎政治的解答。
"You know what, I still don't care.",现在，依然不在乎。
"I wanted the best answer from mainstream economists left, right and center.",我渴求从主流经济学家们 那里得到最佳的答案 无论是左派的，右派的 和中间派的经济学家们。
And here it is.,下面
Here are the reasons.,我开始讲具体原因。
have been pulled out of poverty since I was a kid.,从孩提时代到现在， 20亿人民脱离贫困
Number one: globalization.,有五点原因。 第一：全球化
Number two: free trade.,第二：自由贸易
Number three: property rights.,第三：产权
Number four: rule of law.,第四：法治
Number five: entrepreneurship.,第五：企业家精神
It was the free enterprise system spreading around the world after 1970 that did that.,这些是1970年后席卷全球的 自由市场经济体系促成的。
"Now, I'm not naive.",我并不幼稚。
"I know that free enterprise isn't perfect, and I know that free enterprise isn't everything we need to build a better world.",我知道自由市场经济并不完美， 我也知道自由市场经济 并不能满足我们 建设更美好的世界的全部需求。
But that is great.,但它是伟大的。
And that's beyond politics.,并且是超越政治的。
Here's what I learned. This is the epiphany.,这是我学到并且顿悟的一点。
Capitalism is not just about accumulation.,资本主义不仅仅是资本的积累
"At its best, it's about aspiration, which is what so many people on this stage talk about, is the aspiration that comes from dreams that are embedded in the free enterprise system.",它的绝佳之处在于：它与抱负相关， 这是这个台上的许多人都曾讲过的， 是由梦想而生的抱负， 它根植于自由市场体系。
And we've got to share it with more people.,我们必须要让更多人明白这一点。
"Now, I want to tell you about a second epiphany that's related to that first one that I think can bring us progress, not just around the world, but right here at home.",现在，我要谈谈我的第二个顿悟 它与第一个有关 我相信它不仅仅会促进世界的发展， 也促进我们这个国家的发展。
"The best quote I've ever heard to summarize the thoughts that I've just given you about pulling people out of poverty is as follows: ""Free markets have created more wealth than any system in history.",用别人的一句话 概括刚刚 关于使人们脱离贫穷的观点 就是： “自由市场创造了史上最多的财富
"They have lifted billions out of poverty.""",并使得数以亿计的人们摆脱贫困。”
Who said it?,谁的名言？
It sounds like Milton Friedman or Ronald Reagan.,像是米尔顿·佛里德曼 或者罗纳德·里根的。
Wrong.,错！
President Barack Obama said that.,是奥巴马总统！
Why do I know it by heart?,为什么我记忆深刻？
Because he said it to me.,因为他是对我说的。
Crazy.,想不到吧。
"And I said, ""Hallelujah.""","我当时说：""哈利路亚！"""
"But more than that, I said, ""What an opportunity.""",不仅如此，我还说， “多么绝佳的机会。”
"Because when we talk in this country about economics, on the right, conservatives, you're always talking about taxes and regulations and big government.",因为当我们在这个国家谈论经济的时候， 一边是保守主义者， 谈论的总是税、规则和大政府统治。
"And on the left, liberals, you're talking about economics, it's always about income inequality.",而另一边是自由主义者，谈到经济 总是关于收入不平等。
"Right? Now those are important things, really important to me, really important to you.",是吧？那些确实都很重要， 对我很重要，对你们也很重要。
"But when it comes to lifting people up who are starving and need us today, those are distractions.",但那些正在挨饿的人 需要我们的帮助时， 这些都只是让人分心的问题。
"We need to come together around the best ways to mitigate poverty using the best tools at our disposal, and that comes only when conservatives recognize that they need liberals and their obsession with poverty, and liberals need conservatives and their obsession with free markets.","我们应当 在最好的方法面前团结起来， 尽我们的可能减少贫困, 只有当保守派意识到 他们需要自由主义者 对贫穷的忧虑， 并且自由主义者也需要 保守派对自由市场的痴迷时，"
"That's the diversity in which lies the future strength of this country, if we choose to take it.",我们才会成功。 只有我们选择这条路，这种多样性才会 孕育未来国家强大的力量。
So how are we going to do it? How are we going to do it together?,我们要怎么达成这一目的呢？ 怎样共同达成呢？
"I've got to have some action items, not just for you but for me.",我有一些行动上的建议， 对你们，也是对我自己。
"Number one. Action item number one: remember, it's not good enough just to tolerate people who disagree.",行动准则第一条： 切记，仅仅容忍别人的 不同意见是不够好的，
It's not good enough.,远远不够。
"We have to remember that we need people who disagree with us, because there are people who need all of us who are still waiting for these tools.",我们要铭记我们需要 与我们意见不合的人， 因为有一群人 需要我们所有人的帮助， 他们仍在等待。
"Now, what are you going to do? How are you going to express that?",你们准备怎么做呢？怎么表现呢？
Where does this start? It starts here.,从哪里开始呢？就从这里！
"You know, all of us in this room, we're blessed.",在座的所有人，我们都是幸福的。
We're blessed with people who listen to us.,我们有倾听我们的人，
We're blessed with prosperity. We're blessed with leadership.,我们很成功， 我们拥有领导力。
"When people hear us, with the kind of unpredictable ideology, then maybe people will listen.",当人们听到了 我们未知意识形态的思想， 或许他们才会倾听我们。
Maybe progress will start at that point.,也许这就是成功的起点。
That's number one. Number two.,这是第一点。第二。
"Number two: I'm asking you and I'm asking me to be the person specifically who blurs the lines, who is ambiguous, who is hard to classify.",第二点：我在请你们，也请我自己 成为模糊界限的特定个人， 成为一个含糊的，难以界定的人。
"If you're a conservative, be the conservative who is always going on about poverty and the moral obligation to be a warrior for the poor.",如果你是保守派， 那就做一个 把贫困问题常常挂在嘴边的保守派， 和坚持遵守为穷人而战的 道德义务的战士。
"And if you're a liberal, be a liberal who is always talking about the beauty of free markets to solve our problems when we use them responsibly.",如果你是自由派， 就做一个常常赞扬 在我们负责任地运行下的 自由市场的魅力的自由派。
"If we do that, we get two things.",如果我们那样做了，两个目标指日可待。
Number one: we get to start to work on the next two billion and be the solution that we've seen so much of in the past and we need to see more of in the future. That's what we get.,第一：我们开始致力于 帮助接下来的20亿人 像以前解决那么多问题那样 帮助他们解决问题 未来我们还会解决更多。 这是我们可以做到的。
And the second is that we might just be able to take the ghastly holy war of ideology that we're suffering under in this country and turn it into a competition of ideas based on solidarity and mutual respect.,第二是我们或许能够 战胜这场令我们遭受苦难的 可怕的意识形态的战争， 将它转变成基于 团结一致和互相尊重 的思想观念的竞争。
"And then maybe, just maybe, we'll all realize that our big differences aren't really that big after all.",也许到时候可能，只是可能 我们会发现我们所谓的分歧 并不是那样的不可调和。
Thank you.,谢谢！
"So in college, I was a government major, which means I had to write a lot of papers.",上大学那会儿， 我是学政务专业的， 意味着我得写很多论文。
"Now, when a normal student writes a paper, they might spread the work out a little like this.",当一名普通的学生写论文时， 他们也许会像这样， 把任务分摊开。
"So, you know -- you get started maybe a little slowly, but you get enough done in the first week that, with some heavier days later on, everything gets done, things stay civil.",所以，你明白  开始可能有点慢， 但是一个星期过后已经写了不少， 接下来有时写的更多一些， 最后一切搞定，事情不会搞砸。
And I would want to do that like that.,我也想这样。
That would be the plan.,至少我的计划是这样。
"I would have it all ready to go, but then, actually, the paper would come along, and then I would kind of do this.",我准备好开始， 然而，事实上，到写论文的时候， 我是这么做的。
And that would happen every single paper.,而且每次写论文都这样。
"But then came my 90-page senior thesis, a paper you're supposed to spend a year on.",最后到了写90页毕业论文的时候， 本应该花一年时间去写的论文。
"And I knew for a paper like that, my normal work flow was not an option.",我知道对于这样一篇论文来说， 我平常的做法行不通。
It was way too big a project.,毕业论文是个大项目。
"So I planned things out, and I decided I kind of had to go something like this.",于是我计划好， 决定这么去做。
This is how the year would go.,一年的工作就这么安排。
"So I'd start off light, and I'd bump it up in the middle months, and then at the end, I would kick it up into high gear just like a little staircase.",起初少干点儿， 中间几个月持续干多一点儿， 最后高速档全力以赴 就像小台阶一样。
How hard could it be to walk up the stairs?,爬台阶能有多难？
"No big deal, right?",没什么大不了的，对吧？
"But then, the funniest thing happened.",但是接下来，有趣的事发生了。
Those first few months?,起初那几个月？
"They came and went, and I couldn't quite do stuff.",来了又走， 我基本没干什么。
So we had an awesome new revised plan.,于是就有了这个 很棒的修改计划。
"And then -- But then those middle months actually went by, and I didn't really write words, and so we were here.",再然后......  中间几个月竟然就这么过去了， 我基本上没写几个字， 所以变成了这样。
"And then two months turned into one month, which turned into two weeks.",然后从还有两个月到还有一个月， 再到只剩两星期。
You know what I was thinking?,你们知道我当时在想什么嘛？
It was at an event that we were doing on the subject at Georgetown University in May of 2015.,2015年五月 我们在乔治城大学做一场 有关我们所做课题的活动，
"And I thought, this is the solution to the biggest problem facing America today. What?",那时我想到了解决 当今美国面临的最大问题的方案。 那是什么呢？
"It's coming together around these ideas, liberals and conservatives, to help people who need us the most.",就是无论是 自由主义者还是保守主义者， 聚集到一起讨论这些想法 帮助最需要我们帮助的那些人。
"Now, I don't have to tell anybody in this room that we're in a crisis, in America and many countries around the world with political polarization.",不必我说，在场的每一位 都知道我们身处危机， 在美国以及世界其它 有政治分歧的国家中，
"It's risen to critical, crisis levels.",这一问题已经迫在眉睫。
It's unpleasant. It's not right.,这不免让人忧心重重。
"There was an article last year in the Proceedings of the National Academy of Sciences, which is one of the most prestigious scientific journals published in the West.",去年， 在西方最具影响力、 最前沿的科学杂志之一的 国家科学院院刊上 发表了一篇文章
And it was an article in 2014 on political motive asymmetry.,那是2014年的一篇 有关政治动因非对称的文章。
What's that? That's what psychologists call the phenomenon of assuming that your ideology is based in love but your opponents' ideology is based in hate.,那是什么？ 心理学家将这种现象描述为 假定你的思想观念建立在爱之上 而对方的思想观念却建立在恨之上。
It's common in world conflict.,这在世界争端中是很常见的。
"You expect to see this between Palestinians and Israelis, for example.",比如巴勒斯坦和以色列人之间。
"What the authors of this article found was that in America today, a majority of Republicans and Democrats suffer from political motive asymmetry.",这篇文章的作者发现的是 在当今美国， 很大一部分共和党人和民主党人 在政治动因上存在着分歧。
A majority of people in our country today who are politically active believe that they are motivated by love but the other side is motivated by hate.,如今我们国家政治上 活跃的大部分人认为 他们是为爱所驱使， 而其余人是为恨所驱使。
Think about it. Think about it.,想想吧。
"Most people are walking around saying, ""You know, my ideology is based on basic benevolence, I want to help people, but the other guys, they're evil and out to get me.""",多数人总是说着： “我的思想基础是仁爱， 我想要帮助人们， 而另一部分人， 他们是邪恶的，他们试图打倒我。”
You can't progress as a society when you have this kind of asymmetry.,存在这样的分歧的社会 是无法进步的。
It's impossible.,这是不可能的。
How do we solve it?,我们要怎么解决这一问题？
"Well, first, let's be honest: there are differences.",首先，让我们诚实面对吧： 分歧是存在的。
Let's not minimize the differences. That would be really naïve.,我们无法减小分歧， 因为那是幼稚的行为。
There's a lot of good research on this.,对此有相当多深入的研究。
A veteran of the TED stage is my friend Jonathan Haidt.,我的朋友乔纳森·海特 是TED的常客了。
He's a psychology professor at New York University.,他是纽约大学的心理学教授。
He does work on the ideology and values and morals of different people to see how they differ.,他对不同人的思想、 价值观和道德观进行研究， 研究他们有着怎样的不同。
"And he's shown, for example, that conservatives and liberals have a very different emphasis on what they think is important.",他证明了保守派和自由派 对于他们认为重要的事 有很不同的见解。
"For example, Jon Haidt has shown that liberals care about poverty 59 percent more than they care about economic liberty.",比如，乔纳森·海特说明了 自由主义者关心贫穷 比关心经济自由超出59%。
And conservatives care about economic liberty 28 percent more than they care about poverty.,而保守主义者关心经济自由 比关心贫穷多28%。
"Irreconcilable differences, right?",看上去不可调和的分歧，对么？
We'll never come together. Wrong.,我们不可能走到一起？不！
That is diversity in which lies our strength.,我们的力量恰恰在于分歧之中。
Remember what pulled up the poor.,牢记是什么停止了贫穷：
"It was the obsession with poverty, accompanied by the method of economic freedom spreading around the world.",是对贫穷问题的痴迷和关注， 和全世界范围内的 自由经济秩序。
"We need each other, in other words, if we want to help people and get the next two billion people out of poverty.",我们彼此需要，换句话说， 如果我们想要帮助人们， 想要帮助另外2亿人民脱离贫困。
There's no other way.,别无他法。
Hmm.,嗯。
How are we going to get that?,我们要怎么做呢？
"It's a tricky thing, isn't it.",这是很微妙的事情，不是么？
We need innovative thinking.,我们要创新思维。
A lot of it's on this stage.,很多的创新思想就在这个舞台。
Social entrepreneurship. Yeah. Absolutely. Phenomenal.,是的！那些非凡的 社会的企业家精神。
"We need investment overseas in a sustainable, responsible, ethical and moral way. Yes. Yes.",我们要投资海外， 以可持续的、负责的、 符合伦理道德的方式投资。
But you know what we really need?,但你们知道我们 真正需要的是什么吗？
We need a new day in flexible ideology.,我们需要打开灵活思维的新天地，
We need to be less predictable.,我们需要少一些的“可以预见”，
Don't we?,对吗？
Do you ever feel like your own ideology is starting to get predictable?,你们是否曾感到自己的 思想开始变得可预见？
Kinda conventional?,开始循规蹈矩？
Do you ever feel like you're always listening to people who agree with you?,你们是否感到自己 总是听信与自己意见一致的人的话？
Why is that dangerous?,为什么那样是危险的？
"And one day I woke up with three days until the deadline, still not having written a word, and so I did the only thing I could: I wrote 90 pages over 72 hours, pulling not one but two all-nighters -- humans are not supposed to pull two all-nighters -- sprinted across campus, dove in slow motion, and got it in just at the deadline.",然后有一天我突然意识到 离截止期只剩三天了， 而我还一个字都没写呢， 于是我做了我唯一能做的事： 我花了72小时写出90页， 通宵整整两天赶工 人不应该连续熬两个通宵 全速穿过校园， 慢动作潜入， 赶在截止期之前交了论文。
I thought that was the end of everything.,我以为一切就这么结束了。
"But a week later I get a call, and it's the school.",结果一个星期之后我接到一通电话， 是学校打来的。
"And they say, ""Is this Tim Urban?""",他们问：“你是蒂姆·尔班吗？”
"And I say, ""Yeah.""",我说，“没错”。
"And they say, ""We need to talk about your thesis.""",他们说：“我们得和你 谈一下论文的事儿。”
"And I say, ""OK.""",我回答，”好“
"And they say, ""It's the best one we've ever seen.""","对方接着说, ""这是我们看过最棒的一篇论文。“"
That did not happen.,（鼓掌） 那并未发生。
"It was a very, very bad thesis.",这篇论文写得非常非常烂。
"I just wanted to enjoy that one moment when all of you thought, ""This guy is amazing!""",我只是想享受一下这个时刻， 当你们全部以为， “这家伙太牛了！“
"No, no, it was very, very bad.",不是这样的，那篇论文超级烂。
"Anyway, today I'm a writer-blogger guy.",不管怎么样，我现在是个博文作者。
I write the blog Wait But Why.,我为“打破砂锅问到底”写博文。
"And a couple of years ago, I decided to write about procrastination.",几年前我决定 写一篇关于拖延的文章。
"My behavior has always perplexed the non-procrastinators around me, and I wanted to explain to the non-procrastinators of the world what goes on in the heads of procrastinators, and why we are the way we are.",我的拖延行为总是让 我身边那些不拖延的人感到困惑， 所以我想向不拖延的人解释一下 拖延者脑袋里到底是怎么想的， 还有为什么我们这些拖延者会这样。
"Now, I had a hypothesis that the brains of procrastinators were actually different than the brains of other people.",我的假设是 拖延者的大脑 和不拖延者的大脑是不同的。
"And to test this, I found an MRI lab that actually let me scan both my brain and the brain of a proven non-procrastinator, so I could compare them.",为了证明这一点， 我找到一个核磁共振实验室 让我可以扫描自己的大脑 和一个经证实不是拖延者的大脑， 然后我就可以对比这两种大脑。
I actually brought them here to show you today.,今天我把它们都带来了。
I want you to take a look carefully to see if you can notice a difference.,我希望大家能认真比较 这二者之间是否有什么差别。
"I know that if you're not a trained brain expert, it's not that obvious, but just take a look, OK?",我知道大家 不是受过训练的脑科专家， 看起来可能不明显， 但是让我们来看一下，好吗？
So here's the brain of a non-procrastinator.,这是一个不拖延者的大脑。
Now...,现在，
here's my brain.,这是我的大脑。
There is a difference.,这二者之间有一个区别。
"Both brains have a Rational Decision-Maker in them, but the procrastinator's brain also has an Instant Gratification Monkey.",两种大脑里头 都有一个理性的决策制定者， 但是拖延者的大脑里， 还有一只叫即时满足的猴子。
"Now, what does this mean for the procrastinator?",对拖延者来说这意味着什么呢？
"Well, it means everything's fine until this happens.",它意味着在这件事 发生之前一切都挺好的。
"[This is a perfect time to get some work done.] [Nope!] So the Rational Decision-Maker will make the rational decision to do something productive, but the Monkey doesn't like that plan, so he actually takes the wheel, and he says, ""Actually, let's read the entire Wikipedia page of the Nancy Kerrigan/ Tonya Harding scandal, because I just remembered that that happened.",[现在是开始干活的最佳时机.] [才不是呢!] 于是当理性的决策制定者 做出理性的决策， 想做一些富有成效的事时， 猴子不想这么做， 于是他开始掌控方向盘， 而且他说：“实际上， 让我们来读一下维基百科上关于 南茜·克里根/汤妮·雅哈丁 的丑闻案吧， 因为我刚想起来这件事。
"Then -- Then we're going to go over to the fridge, to see if there's anything new in there since 10 minutes ago.",然后  然后让我们走到冰箱， 翻翻看这10分钟以来 有没什么新东西。
"After that, we're going to go on a YouTube spiral that starts with videos of Richard Feynman talking about magnets and ends much, much later with us watching interviews with Justin Bieber's mom.",之后，让我们继续 在视频网站上浏览， 从理查德·费曼 谈磁性的视频开始看， 一直看到 对贾斯汀·比伯老妈的采访 看到地老天荒。
"""All of that's going to take a while, so we're not going to really have room on the schedule for any work today.""","“这一切都花时间, 所以我们今天的日程安排 没办法抽空干活。"
"Sorry!""",很抱歉！“
"Now, what is going on here?",这是怎么回事呢？
The Instant Gratification Monkey does not seem like a guy you want behind the wheel.,即时满足猴子似乎不是那个 你想让他操控方向盘的人。
He lives entirely in the present moment.,他完全活在当下。
"He has no memory of the past, no knowledge of the future, and he only cares about two things: easy and fun.",他没有过去的记忆， 没有对未来的认识， 他只关心两件事： 简单和快乐。
"Now, in the animal world, that works fine.",在动物世界里，这样没问题。
"If you're a dog and you spend your whole life doing nothing other than easy and fun things, you're a huge success!",如果你是一条狗， 你简单、快乐地度过这一生， 就已经是巨大的成功！
"And to the Monkey, humans are just another animal species.",而对于猴子来说， 人类是另外一种动物。
"You have to keep well-slept, well-fed and propagating into the next generation, which in tribal times might have worked OK.",你睡好、吃饱、繁殖下一代， 这么做在部落时代或许没问题。
"But, if you haven't noticed, now we're not in tribal times.",但是，假如你还没注意到， 我们现在不是生活在部落时代。
"We're in an advanced civilization, and the Monkey does not know what that is.",我们处于一个先进的文明， 而猴子根本不懂那是什么。
"Which is why we have another guy in our brain, the Rational Decision-Maker, who gives us the ability to do things no other animal can do.",这就是为什么我们脑袋里还有另外一个家伙， 理性的决策制定者， 他让我们有能力去做 其他动物无法做到的事情。
We can visualize the future.,我们可以预见未来。
We can see the big picture.,我们可以顾全大局。
We can make long-term plans.,我们可以做长期打算。
And he wants to take all of that into account.,而且他想把这些都考虑进去。
And he wants to just have us do whatever makes sense to be doing right now.,他想让我们做 任何值得现在去做的事儿。
"to be doing things that are easy and fun, like when you're having dinner or going to bed or enjoying well-earned leisure time.",有时做简单快乐的事 是有意义的， 比如吃饭、睡觉 或者享受应得的休闲时光。
That's why there's an overlap.,这就是为什么即时满足猴子 和理性的决策制定者之间有重合。
Sometimes they agree.,有时他们意见一致。
"But other times, it makes much more sense to be doing things that are harder and less pleasant, for the sake of the big picture.",但是有时，更有意义的是 去做那些比较难 而且不那么让人享受的事情， 这是出于全局的考虑。
And that's when we have a conflict.,此时二者之间会产生冲突。
"And for the procrastinator, that conflict tends to end a certain way every time, leaving him spending a lot of time in this orange zone, an easy and fun place that's entirely out of the Makes Sense circle.",对于拖延者来说， 每次冲突都以这种方式结束， 就是他在橙色区域 花费了大量时间， 这是那个简单又快乐， 但是又没有意义的那个区域。
I call it the Dark Playground.,我把这片区域称为黑暗的操场。
"Now, the Dark Playground is a place that all of you procrastinators out there know very well.",黑暗的操场是一个 所有拖延者都很了解的地方。
It's where leisure activities happen at times when leisure activities are not supposed to be happening.,这里是在本来不应该休闲的时候 的休闲娱乐的活动场所。
"The fun you have in the Dark Playground isn't actually fun, because it's completely unearned, and the air is filled with guilt, dread, anxiety, self-hatred -- all of those good procrastinator feelings.",在黑暗的操场得到的快乐 其实并不是快乐， 因为它完全是不劳而获的， 这会带来内疚、恐惧、 焦虑、自我憎恨 这是所有拖延者的感受。
"And the question is, in this situation, with the Monkey behind the wheel, how does the procrastinator ever get himself over here to this blue zone, a less pleasant place, but where really important things happen?",而且问题是，在这种情况下， 由猴子掌控着方向盘， 怎么能让拖延者把自己 带去蓝色区域那边呢， 那边虽然没那么舒适， 但是有很多重要的事情要做。
"Well, turns out the procrastinator has a guardian angel, someone who's always looking down on him and watching over him in his darkest moments -- someone called the Panic Monster.",其实拖延者有个守护天使， 总是看不起他并且看守着他， 在那些最黑暗的时刻 它被称为恐慌怪兽。
"Now, the Panic Monster is dormant most of the time, but he suddenly wakes up anytime a deadline gets too close or there's danger of public embarrassment, a career disaster or some other scary consequence.",恐慌怪兽大部分时间都在冬眠， 但是截止期很靠近的时候 或者处于在公众面前出丑的危险中时， 或面临事业灾难时， 或有其他可怕的后果时， 它就会突然醒来。
"And importantly, he's the only thing the Monkey is terrified of.",而且重要的是， 他是猴子唯一害怕的东西。
"Now, he became very relevant in my life pretty recently, because the people of TED reached out to me about six months ago and invited me to do a TED Talk.",最近在我的生活里， 恐慌怪兽变得相当重要， 因为TED的工作人员 6个月之前联络过我， 邀请我做一次演讲。
"Now, of course, I said yes.",当然，我答应啦。
It's always been a dream of mine to have done a TED Talk in the past.,我以前一直梦想着 可以做一次TED演讲。
"But in the middle of all this excitement, the Rational Decision-Maker seemed to have something else on his mind.",（鼓掌） 但是在这种兴奋中， 理性的决策制定者 似乎在想别的事。
"He was saying, ""Are we clear on what we just accepted?",他会说： “我们清楚刚才答应了什么吗？
Do we get what's going to be now happening one day in the future?,我们现在具有完成 将来那个任务所需的能力吗？
"We need to sit down and work on this right now.""",我们得坐下来开始干活。”
"And the Monkey said, ""Totally agree, but let's just open Google Earth and zoom in to the bottom of India, like 200 feet above the ground, and scroll up for two and a half hours til we get to the top of the country, so we can get a better feel for India.""",而猴子说：“完全同意， 但是让我们打开谷歌地球 把镜头推进到印度地下200尺， 然后花两个半小时 向上滚动到这个国家的地表， 让我们更好地感受一下印度。“
So that's what we did that day.,那天我就是这么做的。
"As six months turned into four and then two and then one, the people of TED decided to release the speakers.",当6个月变成4个月， 然后2个月，然后1个月时， TED工作人员开始发布演讲者。
"And I opened up the website, and there was my face staring right back at me.",我打开网站看到自己的脸 盯着自己看。
And guess who woke up?,你猜这个时候谁醒了？
"So the Panic Monster starts losing his mind, and a few seconds later, the whole system's in mayhem.",于是恐慌怪兽开始发疯， 几秒钟之后，整个系统一片混乱。
